mse,mae,pcc,spcc,r2,seed
430430.8009742812,380.5280075367811,-0.21099745896535638,-0.06867360011777751,-127003.09233751823,0
448549.29515583225,385.62891094003936,-0.21284686822322713,-0.06063202410354142,-132349.18490998723,1
401287.0039882935,363.3986609668662,-0.20517836841327647,-0.05995839480504254,-118403.84368919618,2
347834.46017812175,341.7425929419092,-0.20362991032934466,-0.05636375982131673,-102631.98955056096,3
363968.62973778514,349.01628282829904,-0.19623473539305075,-0.04316816770483707,-107392.58185925844,4
383990.317329236,357.18505535488504,-0.21187843880688212,-0.06404775787070487,-113300.23589763546,1
369123.3905993363,355.79972333762834,-0.1964474908759995,-0.050554969755820515,-108913.55973295245,2
397069.1957171411,362.3660962927765,-0.20848889880501326,-0.06370207672452417,-117159.32561586387,3
386041.5513041621,355.72098194591143,-0.20486309394342714,-0.05152691739410781,-113905.47861857385,4
424764.65843749826,378.03139008777947,-0.2025523483294318,-0.05361626811401038,-125331.22478456836,5
420180.81900518894,374.72673015302263,-0.2094023430896534,-0.06907405152348295,-123978.70455320101,2
331414.8349803238,334.73563003259125,-0.20387008104160242,-0.05518081200289316,-97787.16991858212,3
442351.12371534377,382.89438226245267,-0.20449990257652575,-0.05631841722941511,-130520.33544993524,4
381597.2568439586,354.57022017589145,-0.20883225293646035,-0.05718935414316908,-112594.13290929564,5
386456.8845387219,359.4590629996774,-0.20141567802435423,-0.051711879254142154,-114028.02798156896,6
422211.46070723276,374.95854449321314,-0.20887328117174936,-0.06239163092491188,-124577.87126164063,3
364189.7201376455,348.5717679519766,-0.2136344754136207,-0.06505068213118238,-107457.81739885097,4
387288.7237562386,360.1755566215492,-0.20322524864527675,-0.049209282436759934,-114273.4727419168,5
387482.4500476106,361.0342589613548,-0.19818913135179222,-0.052447012860468004,-114330.63415262887,6
394661.96321782225,363.5860406834784,-0.19790579156905133,-0.055959043518353214,-116449.04099420263,7
372266.47764006717,355.55742173881373,-0.19506085572478588,-0.04860187127989956,-109840.96761324884,4
363812.5661776204,344.1965083717332,-0.21257284881169136,-0.06421700695136738,-107346.53331728416,5
390797.8475618133,363.4363893696383,-0.20230281720994084,-0.058045027214104684,-115308.8844336875,6
424949.5664234712,377.61859333862816,-0.21048067213743765,-0.061669292010360255,-125385.7842419104,7
412924.7220957251,372.4005970435714,-0.20145885670670363,-0.056077787236749055,-121837.70070353788,8
8.786936175596479,2.409474249376796,0.24177299693678178,0.22318813415846245,-1.5926974809500578,5
4.541576428931413,1.674908198050042,0.39295271146570154,0.41577136559298883,-0.34004999370936284,6
9.557493508861524,2.556612283710485,0.28222549794100316,0.30983558259969923,-1.8200602405012574,7
22.760654134319424,4.0165860317676145,0.04932150692505598,0.04745977668784279,-5.715821016512577,8
6.234445500855777,1.9700131331393327,0.3505517798889476,0.39018781821974263,-0.8395525837641515,9
382582.8006762068,353.5716893792035,-0.2146950705789425,-0.06553845169653996,-112884.93017471023,6
295711.6479084956,314.4471297093887,-0.20721331381548933,-0.05759586619234651,-87252.48964628187,7
357788.76197814994,345.80096728944227,-0.19578754227641765,-0.044505325229381505,-105569.13313346602,8
355362.9602683843,343.56508676575777,-0.21066643934200813,-0.06458850194937325,-104853.36942965527,9
323008.4057222887,330.9092709902031,-0.20485351593023535,-0.0556005676803983,-95306.74585204302,10
468397.8452711167,392.6041670973664,-0.20424013959979145,-0.05656892382625774,-138205.7525299194,7
431150.8301568806,376.8979977409211,-0.20583949622918749,-0.05550112823380216,-127215.54612239044,8
303897.50633976085,321.4952069805422,-0.20446044748170367,-0.05225239886453379,-89667.83147988912,9
410943.46529751894,372.0400368601835,-0.20449252006987917,-0.061157279871114696,-121253.10564023351,10
304573.8767889864,318.9807808846313,-0.20801740461155083,-0.054909878792867114,-89867.40319918377,11
412254.64201523724,364.9086101477846,-0.22084199821720524,-0.07049111975454708,-121639.98503769057,8
396262.3321693739,363.4765939647429,-0.20288547768883758,-0.06078533593655533,-116921.25024511335,9
377378.03382435354,361.65137928069834,-0.19721579484855978,-0.05020681945859566,-111349.19739640581,10
352894.8575167791,343.9933383165476,-0.20241867000485328,-0.05867264051587171,-104125.12426445371,11
340073.9452789429,340.5386380440969,-0.1981016932562804,-0.04628558313221212,-100342.15074578431,12
374098.7453541016,354.8848004382803,-0.2018772889092357,-0.05928184741894602,-110381.60154886301,9
406675.88879564096,368.6794291462013,-0.19959996169190908,-0.04877695653575732,-119993.90281628336,10
439821.82004172646,381.50091580372236,-0.20456241476725068,-0.05927511337064379,-129774.03217287744,11
338802.9083607324,342.4096492319873,-0.19493892568882598,-0.0441683983459937,-99967.1151076297,12
365031.1116210612,344.5347742095886,-0.2313674937249373,-0.08014280671784434,-107706.08067696642,13
346313.9513043236,341.2223874605609,-0.20399876711164505,-0.05926972613200202,-102183.34403316124,10
408944.4993188582,370.0084184204714,-0.20551454105392897,-0.05790967284323003,-120663.28525758724,11
290869.5141087126,318.075116205679,-0.20026908130021281,-0.05421492500807786,-85823.75637062809,12
470061.8439209075,393.22633069512995,-0.20750969980352013,-0.05875569377826578,-138696.7365340594,13
438085.8755994999,379.0761708447845,-0.206246123668491,-0.05211928917642655,-129261.81964595256,14
400557.76817999734,363.9730967695116,-0.20385389003158574,-0.053431755190529506,-118188.67337210214,11
413543.31799334835,369.10534491812746,-0.2121291749011116,-0.06880513852794758,-122020.22530522419,12
336215.8038988894,338.5563980470056,-0.1985896835839891,-0.05102029249350401,-99203.75697151352,13
363256.36748086347,345.4005742703533,-0.21468973536247238,-0.06578132637197341,-107182.41980477292,14
329360.52263440005,332.9008044214892,-0.19930852956430445,-0.04928694846051221,-97181.01888505655,15
420064.2000655758,371.8609897751217,-0.21701025521821338,-0.07180425917348027,-123944.29464912023,12
349138.15705118177,342.7525235837734,-0.196161480387278,-0.04819939965970345,-103016.6619245441,13
421534.57820553647,374.6815880159999,-0.20477543443845617,-0.0554665601191841,-124378.14845473996,14
423422.1610601629,374.89193621876905,-0.20775384075906528,-0.059319333621161714,-124935.10382740626,15
341373.8269343817,341.30058842690096,-0.19555974963894093,-0.048993568422812106,-100725.69739119516,16
353908.1568426511,347.65622648237843,-0.19561867537896643,-0.05582728063990641,-104424.11114191994,13
378839.52423256106,354.7329748852551,-0.2092880321343753,-0.06044077713175833,-111780.4287635251,14
339711.87042038416,337.82946411592377,-0.2081877418120513,-0.057644126871845766,-100235.31594524169,15
354530.2643713284,345.23134316306675,-0.2010203452466266,-0.053228611400079166,-104607.67189509366,16
390889.3121042691,360.89077459572235,-0.2014215093368973,-0.05332333701286374,-115335.87221237195,17
435755.064447709,377.63566418506065,-0.2169137892785737,-0.06795979099774205,-128574.08411663327,14
359316.1322596395,346.62647452402985,-0.20449588449277112,-0.05683402086108853,-106019.80319663252,15
318994.646385603,328.61740770021987,-0.20105814517626477,-0.050232408842144104,-94122.43501679807,16
435955.8182963584,382.9718889157443,-0.19889207671635906,-0.05575657313273309,-128633.31909766453,17
408863.34014042467,369.77574967613714,-0.20805661306901035,-0.0580710655342066,-120639.33820786758,18
443252.1785415488,381.5763624200371,-0.20536303861660093,-0.05493838626401319,-130786.20315756554,15
377004.88485662406,354.466456630029,-0.20235371069139707,-0.05297765586668304,-111239.09503884707,16
393797.3423930073,363.323005874553,-0.2047438765092437,-0.05616937029365927,-116193.92360292119,17
361217.77286520763,348.9762660978766,-0.19428155166656783,-0.04557558997288124,-106580.90648783676,18
373272.6730269119,353.3839811920605,-0.21332482112652787,-0.06484080429242982,-110137.85838298734,19
431025.6143755261,379.5941244485067,-0.20408700831342785,-0.05930855914387816,-127178.5996106137,16
339104.1442602586,334.900699568972,-0.20121249428541887,-0.04530128973870408,-100055.99859810527,17
354252.7930598985,344.6035416112835,-0.2054160788224022,-0.05708879235518923,-104525.80044914207,18
343679.23989858467,338.28009842908745,-0.2102376137754847,-0.05658508554218307,-101405.93886164523,19
442184.4393888617,385.13767390572986,-0.20510971761189983,-0.06262373112306177,-130471.15311553021,20
333441.0454124677,337.90728007079065,-0.2010313439088728,-0.05360459576361986,-98385.02912437491,17
349199.1695191919,340.7142436480176,-0.20592136321078286,-0.05980036913821707,-103034.6644306458,18
408653.8961568931,369.27590982043836,-0.20902438065742862,-0.0681447528577764,-120577.53909181042,19
416623.74478863564,371.6283536284337,-0.20692939041176772,-0.05500729802497259,-122929.14448169131,20
436591.11252055905,380.0811476924429,-0.20333511323163495,-0.054811112751101204,-128820.77075337605,21
420094.504558474,371.86995363237753,-0.20972145912760304,-0.06214067539151576,-123953.23637588696,18
448702.5169835554,382.34147014258195,-0.2107504413945791,-0.06432183363660529,-132394.39496259554,19
369083.2133996457,355.90563236091793,-0.1902647179229518,-0.04304785270850405,-108901.7049382495,20
425222.2332751403,377.3607099742666,-0.21020286244140135,-0.06615080115548863,-125466.23807079154,21
294269.5637173429,316.8500983736508,-0.19744726513949395,-0.04499848203338086,-86826.98433077686,22
413224.0375167384,374.36227044282157,-0.19979285023183035,-0.05134352681201063,-121926.01753235767,19
361512.7165191797,348.2898039875942,-0.19187349428146167,-0.049639812591548614,-106667.93337108639,20
377769.6965191921,357.3082437056148,-0.20218469386469226,-0.0518532942684888,-111464.76246504829,21
341036.94262694387,332.61125957578867,-0.2270172401182698,-0.08379490558041577,-100626.29538373648,22
442446.90858778224,381.6268987922028,-0.20637607135602953,-0.059402162415279035,-130548.59799703033,23
466842.0116096198,394.11159413549694,-0.2098594266566355,-0.064310834691045,-137746.68398380396,20
378681.35460021556,352.2359206890462,-0.20700806989775797,-0.057994746320114754,-111733.75879811849,21
389129.04523338535,362.68869572149373,-0.1980290119879593,-0.05379404698918903,-114816.48304295758,22
397940.1973771145,366.82075518342293,-0.19981438253323697,-0.04995631286175302,-117416.32575386284,23
354981.0834435041,343.03706113582626,-0.2090570935971285,-0.06408030577083228,-104740.69180663466,24
406757.2383110525,371.21283953604336,-0.20202565715649404,-0.056876445365392526,-120017.90602735366,21
389097.827744793,361.71261046516395,-0.19990564310964082,-0.05230469997301438,-114807.271925178,22
376241.26011563005,354.4900900485298,-0.2012153325590835,-0.05239920111752223,-111013.7778289799,23
431360.39246815076,379.91546540380824,-0.2063008108577425,-0.058748061856856604,-127277.38015255457,24
318897.95112492546,323.9780684324328,-0.2134207856992742,-0.06373462462465157,-94093.90384805296,25
1773.8820992767862,24.334557620388264,-0.20014636066788583,-0.045162568343678315,-522.4065160357356,22
1533.4625240749863,23.0139913868888,-0.19462400213739178,-0.04020788007118053,-451.467656968118,23
1433.3073875872071,22.22280714808607,-0.19329559648568834,-0.03936836871617025,-421.9156077797731,24
1356.1682976981408,21.505605246558474,-0.20403778526224373,-0.0516178270461878,-399.15473640874757,25
1569.625699253032,23.013797991207937,-0.21701728809013385,-0.06257322576079512,-462.13806259228426,26
417673.8056697686,373.1598688655126,-0.2143349267448268,-0.06887696837650462,-123238.9783244497,23
385203.16526577005,362.29395241344474,-0.20156225633781655,-0.05204319443061145,-113658.10213530777,24
449331.17460917577,382.5880258631252,-0.21164450275984908,-0.05909598768580471,-132579.88840533304,25
403586.2391903826,367.42077671455155,-0.20302478580748137,-0.05577295931693517,-119082.26233221806,26
326677.2977944336,331.356179199006,-0.19902641409683028,-0.053905158786175675,-96389.29920661794,27
9.585781611044734,2.588269389020043,0.2590239822594751,0.2821467472589018,-1.8284070054948343,24
36.78895405905288,4.869088159030248,0.24081371155085834,0.18758701653083162,-9.855049656624937,25
14.15125750653721,2.960296262853417,0.22325764690629848,0.1618818073515919,-3.175508841337864,26
7.8776282023585065,2.2183066791090034,0.21484720978059374,0.17375415897668503,-1.324394577126831,27
14.446747382057522,2.924328280783641,0.32226237311953043,0.291076544244201,-3.2626968942152086,28
