mse,mae,pcc,spcc,r2,seed
1066129.6388574562,524.2021115370113,0.157737005894911,0.11277510098324452,-314574.13447163324,0
904967.0344863548,486.91990841995755,0.14783991517143052,0.10116308694492464,-267021.05453271576,1
1160946.5163483862,548.0929459801602,0.1650447086295474,0.11113692506451768,-342551.06232334796,2
1615210.6186399036,621.8598660975115,0.168969638248445,0.0956557361411478,-476587.473896271,3
1180411.9542758383,545.6436620569534,0.14818926894768353,0.0950438332150791,-348294.5878106796,4
1382228.882097184,587.916181040874,0.1627998545968306,0.1049000494956186,-407843.24389727775,1
1644777.7296271173,631.8097332509751,0.1664756226065279,0.09297243182044888,-485311.6267344833,2
1219615.5929976555,555.5437890671494,0.16320178776043018,0.09583710722121513,-359862.1209447452,3
642307.8126799759,424.6271890888825,0.14266295205898633,0.1185850362126782,-189520.10435886597,4
1043515.4904377433,515.4054237253058,0.14693507423068752,0.10157813041898957,-307901.5418329778,5
851331.8364962201,471.951740567594,0.14094042076585706,0.09806518808847776,-251195.30595091954,2
2026974.5713289569,685.5659330328473,0.17097738243496363,0.09657740650594535,-598083.6747959524,3
767819.4365907939,466.95178638749434,0.1567849080163328,0.12991623933371566,-226553.9082514314,4
1336362.8350939213,577.5667539456023,0.1602636729716802,0.09766091913402078,-394309.88230797224,5
910561.6006190021,488.7255104785985,0.14904724748736653,0.09811636705661558,-268671.8025556054,6
1018364.7884467294,512.8374296181732,0.149179477343092,0.09824386553864309,-300480.50674257544,3
1012869.7003887992,513.2444364097992,0.15870917143232366,0.10390520218515033,-298859.1109931717,4
1412666.9100494506,589.36223684029,0.1611552613213477,0.09956396865977664,-416824.3718831735,5
1119430.9308526397,536.2397947600725,0.1627052707966465,0.0966434004385441,-330301.35983501934,6
1206701.4536301189,545.436322505359,0.15706953454904982,0.10810591801730357,-356051.63957356603,7
1182901.2702816944,538.816209365085,0.17012734644468958,0.10257432454440883,-349029.0922168452,4
612642.8239524325,409.3313941559577,0.14957984415859374,0.11747526069305837,-180767.07144622022,5
1387761.1624489157,571.4591667529028,0.15651376416315466,0.09465909307741158,-409475.6137068685,6
728986.1038937815,438.41242415334114,0.15205380783337627,0.10185220726151704,-215095.63862839015,7
818685.9633903995,463.8264371776995,0.1604548358718379,0.10947720010657491,-241562.7251203059,8
1122318.195448664,519.8211176962058,0.15789885348723576,0.09507638124306148,-331153.28404333885,5
1063052.2906822916,516.0105544545919,0.17550971509774999,0.1091092951557948,-313666.1236812608,6
814477.8712713995,458.6070437516711,0.1511488887946771,0.09422698994730068,-240321.07392146852,7
885476.4565032612,476.2021091923835,0.15140137401738654,0.09405527104104881,-261270.1111516348,8
684032.9802409478,427.19154756256955,0.15083773540540313,0.12341785719516506,-201831.6467060149,9
827809.6698129001,474.45984176353863,0.14287000728040647,0.10029237107910641,-244254.79095370084,6
1617185.040338077,620.7326697357129,0.1702381313526986,0.10161112738528895,-477170.0521762185,7
1219190.1562051724,556.7455498126471,0.15078717743069495,0.0934215946066057,-359736.5903982462,8
1083708.4553507953,526.4419329590082,0.15258895418769025,0.10601745696662739,-319760.9882656714,9
1270187.271350344,564.5646500440729,0.16485245238376017,0.10333976437489097,-374783.9390224247,10
923837.8239946617,494.90795802789785,0.1520148129873856,0.10992703630020721,-272589.1214270226,7
1078689.7991828015,527.9672990466205,0.14840477295270937,0.09574305464380396,-318280.16981604515,8
1213927.701067277,553.3646941961584,0.16242026018682604,0.10161067844697194,-358183.8359560861,9
723963.6912428399,444.4969824502859,0.147168308591371,0.111053422537556,-213613.7117806053,10
2119842.9405955398,701.3577376205251,0.168176659712958,0.0906294227440347,-625485.6704683591,11
680213.7101317457,438.6559662719331,0.14825816703154562,0.12453369338206438,-200704.722395503,8
1122927.0105377901,529.2382573836167,0.14895502942189376,0.09809077757254665,-331332.9226928519,9
1111890.9302308331,533.7750134170385,0.156598816248633,0.11062064599996961,-328076.5865775543,10
1173362.702816049,543.931772850326,0.16903436681141173,0.10232651059342576,-346214.6163465488,11
1288979.9164784087,559.8331954264056,0.16140659780153707,0.08578829640268336,-380328.9484216326,12
1276635.9446318732,565.8547550542178,0.16570693752656623,0.1091633922229931,-376686.7022425474,9
1221241.8783504749,557.0750653016596,0.16205866377670666,0.09924477351639084,-360341.9771600743,10
1144392.8024106475,541.7147422871224,0.1619566667486762,0.11226982090746292,-337666.6781001031,11
1309724.6372709377,569.740204574158,0.15062291198624214,0.09602790600593943,-386449.9426188108,12
915989.0066941556,492.78343515926696,0.14878612217622653,0.10630275726707981,-270273.2278735932,13
1548396.3048924657,615.3068852983416,0.1626866223386387,0.08983480192294767,-456873.0592831901,10
698996.9868627224,442.5891404034748,0.1455992255935212,0.1073517016447464,-206246.96752977878,11
1855812.5541736684,655.5418474459125,0.16612051164648678,0.08788910325707698,-547580.1407034537,12
717316.2980443382,451.1312844151506,0.15524916433886743,0.13539732724594808,-211652.31371690883,13
1064919.2982990209,525.4295367123034,0.14957938341787938,0.10296804344841635,-314217.0080678178,14
1020081.899497035,508.08595371356483,0.16149944042854059,0.09500791814971923,-300987.1622372407,11
803502.7061820755,454.4022964739253,0.1503247141773432,0.10790681387371483,-237082.7116173097,12
1038032.6326190605,506.1540390546977,0.16263768009520496,0.09433181704431977,-306283.75477150053,13
901023.9538204757,478.23256587164207,0.1540759750944405,0.10953713337189419,-265857.5983398735,14
809713.0570710351,458.1522745356662,0.15873716651420444,0.0987197401546613,-238915.1547788225,15
1158384.992295715,537.4690565482846,0.1485092256859403,0.0851382337196698,-341795.2520129011,12
1390160.2722889148,586.525415491457,0.16467233766839073,0.09988204145736994,-410183.5016343992,13
1049012.7541828894,523.6136500267456,0.151857207762364,0.10866686644439295,-309523.57954661705,14
1313877.2717049133,573.4962533140907,0.16132154975888433,0.09504405768423763,-387675.23032104503,15
1198769.6771676936,551.2362156644377,0.16222819308587158,0.10840176836820545,-353711.26786235435,16
1381940.9319773908,583.5658855447914,0.167792629024484,0.09990493731153686,-407758.28054539853,13
1164589.1206091766,543.3862292769211,0.1610033728523721,0.10642733765004686,-343625.85912422586,14
1130093.7385448017,537.5558387615997,0.15182224324780746,0.09968832457358516,-333447.55710911605,15
1078045.2366225026,525.1767541624891,0.1535133817978396,0.09114098795625426,-318089.9834196715,16
1133854.4658805763,538.2383374924776,0.15178282421843073,0.10928797260596014,-334557.2076283815,17
909798.195966481,488.1703458530935,0.14322397103698079,0.09466268458394754,-268446.5502856465,14
1692224.3851689475,631.7524587548053,0.16212428603395201,0.1056715499933802,-499311.3670130631,15
1610677.8591275539,622.183432319296,0.16866718765555275,0.08350185355421094,-475250.0254461434,16
945556.6652699434,497.992061639818,0.15289726019550348,0.10740198273625022,-278997.5422847916,17
717114.2631823206,451.0452883728051,0.15071512862287922,0.1268937621145245,-211592.70075656072,18
