mse,mae,pcc,spcc,seed
4.9786129365927945,1.7446308714632284,0.3681919835067309,0.3623096715180004,0
4.630021825556496,1.6453745567151234,0.30418256739163174,0.2747935588683424,1
9.212033036570944,2.5482579206627305,0.2727251404799039,0.2557036114220955,2
5.311982711577148,1.782987220555221,0.29934016345231496,0.26661705906615546,3
6.885589953692061,2.1439742753152373,0.32616506158929526,0.3149198225574309,4
8.341203155624841,2.3646939793396053,0.24953249217392018,0.25183421858208843,5
6.353248727230912,2.0136743414610363,0.282387239644996,0.29007494451412513,6
7.179713058721542,2.1698971844119623,0.2917707391905099,0.28899771883601894,7
6.173241117879444,2.0147915985650147,0.3826673945311958,0.38076594359660954,8
7.048559395922473,2.163100933232082,0.3401996637076444,0.32837964404863323,9
6.098003299091764,1.974863426524362,0.34645668968953536,0.3388421339124649,10
4.651130475702173,1.6492277800353048,0.34513902688454534,0.3317300650678898,11
4.56436880425434,1.617309104846214,0.3267917491685496,0.30417742012418925,12
6.548129296279474,2.0764084391684534,0.3781296931089596,0.33358350378931567,13
9.032277346497027,2.5153846530047717,0.3043322350259138,0.2792997696389157,14
6.931187318225695,2.0835763635589943,0.2957914328174849,0.2936422023754427,15
4.613880743361338,1.6235400159865394,0.2976610869542078,0.289253388777124,16
7.259968929096655,2.1961239973790185,0.3099934132121726,0.3192125635176523,17
6.565830808316131,2.049336294985707,0.3867192982591597,0.3540891758348157,18
7.489268865000176,2.2202446616829663,0.2847348283579179,0.2660691307727074,19
6.907113045134762,2.1280462344981976,0.3669842498431638,0.34338223946890906,20
5.855378741558104,1.9278734625337564,0.3332424641201688,0.32650600313695327,21
5.2800836318587105,1.783564575186256,0.3219677752000703,0.330852616604519,22
4.939583558730622,1.709093684573306,0.3408010100186,0.34729383243966916,23
6.476424861381651,2.05209509840481,0.39483183212441403,0.3590200815382868,24
