mse,mae,pcc,spcc,seed
3.787359874541281,1.4504042372824313,0.3169257646962328,0.36355563636503885,0
3.6315965234114067,1.4182862509045115,0.3505256459219362,0.40693811722069545,1
3.7822741183849296,1.4465233440801506,0.3292933187697229,0.372965607958482,2
3.8742398839949015,1.480246992598667,0.3085654662990361,0.36839159991574466,3
4.048995554223598,1.5051339707235079,0.2576672316950165,0.28490470236091237,4
4.014592512438119,1.492710259121661,0.28591468866678554,0.323580372866241,5
4.155772328845147,1.5143787034331024,0.2542625735672024,0.2896399626936929,6
3.746147290262441,1.4408282530305692,0.31706357695093945,0.3667976444212422,7
3.964912831296791,1.4757027444491424,0.3586171769346409,0.40142335893468817,8
3.901507666817683,1.4824500150205242,0.29406254835906276,0.3431742857116324,9
3.962163386757963,1.4947971677682428,0.29700869287851617,0.38292440664445565,10
3.906290192703241,1.4688965593663859,0.29805373012830283,0.35487653635166894,11
3.634321583254962,1.4252431220400568,0.3568241220587781,0.40651297263449804,12
3.912542709531391,1.4830827233859285,0.29972691652077066,0.3326191547320005,13
3.7152491591761083,1.4289172095074254,0.3302331705121434,0.4145826388825427,14
3.8275615682391693,1.4670948218650304,0.327237164408522,0.35993136628780653,15
4.141229628401623,1.5110228330422844,0.2523508444498202,0.2627283552812289,16
3.870039511238309,1.480565531367942,0.3223491885975512,0.37294922170991157,17
3.924781350795879,1.478816776350287,0.3449106765461605,0.38927374126176273,18
3.719591140965063,1.4483049735593638,0.366394183320221,0.4069643801122399,19
4.005381762454788,1.503380250848552,0.28533176621046596,0.30326007782394626,20
3.9159423793968355,1.5010005023417117,0.34118501862079764,0.37898115693710094,21
4.0896969890276385,1.50807365914583,0.28513907882256073,0.33334837276749024,22
3.6680483138259206,1.418754044158927,0.3584841179788668,0.4186958117428813,23
3.9659469890692964,1.4791458573469798,0.2768740460247933,0.310239272900002,24
