mse,mae,pcc,spcc,r2,seed,threshold
6031.944964517551,61.14492391701797,-0.0804598638398822,-0.08380841949454008,-3743.008263785445,0,0.2
23814.861548923822,82.73604158451046,0.0006019840579232787,0.012637307623510136,-17350.580280570008,0,0.3
21.078455533574207,3.3612692250086673,0.030435873211135025,-0.07545749001111184,-13.13274677245437,0,0.4
51811.52733677726,100.33846890932077,0.05570761529462553,-0.005772230889884998,-31429.148602807338,0,0.5
48545.265680415534,95.72565524295845,0.03579049278875543,-0.03965558622791056,-30135.3928332279,0,0.6
111971.5939203808,123.44825313066016,-0.008168115129155074,-0.0052592222029205805,-77228.55134143983,0,0.7
51230.84378778949,98.65907142755543,0.012584568153481338,-0.09133183478378866,-27426.73178316062,0,0.8
51371.70977286305,98.4932042826257,0.006466543715209039,-0.10823687007642295,-28069.150458726614,0,0.9
84563.09738089725,97.92189822027683,-0.008501789730647087,0.07801584035476207,-35384.757330867236,0,random
8.716043186218842,2.440362663180789,0.21569245783960114,0.20665853132523224,-4.410019141201535,1,0.2
22926.60600244172,81.23165041086143,0.0035002366569983085,0.01228479206869681,-16703.394598100975,1,0.3
40562.99422974451,92.98800638846491,0.11236885778453515,0.018435730517793462,-27195.79935128055,1,0.4
51607.0647145825,100.53992723369396,0.05829882142972763,-0.007447047882753136,-31305.116540260136,1,0.5
48857.83262434453,96.57507133942181,0.039151437655689805,-0.040765630629811506,-30329.431120523255,1,0.6
105112.24788168292,119.69597579510433,-0.007159761511192817,-0.005202969826249297,-72497.49234230652,1,0.7
50945.22283221073,98.9897337657354,0.014188665057224183,-0.08984302634790639,-27273.817359308567,1,0.8
47819.60731629615,95.57357078992547,0.009149282494690833,-0.10769534821241368,-26128.2368539138,1,0.9
85358.0518102384,97.93549382624941,-0.009109839195312785,0.07999680799212645,-35717.40910684297,1,random
6337.47949330392,63.02947041174748,-0.08369552320544402,-0.08554250576586322,-3932.6525339797195,2,0.2
23669.634435864045,82.1910978617044,-0.0003483408034764698,0.008659132085786963,-17244.767365974836,2,0.3
40790.53359081666,92.38894872856106,0.10958269390435252,0.01508309766935828,-27348.360631952975,2,0.4
51670.41387571059,99.66936967476035,0.05563338730266711,-0.012518750751438476,-31343.545701693212,2,0.5
50199.82001376387,96.90273011951493,0.036478576632035145,-0.04685287412023596,-31162.522845904306,2,0.6
106709.21763690196,119.64334112183917,-0.009169202214289275,-0.01145598401702923,-73598.96150411118,2,0.7
50805.751722017194,97.77369963247398,0.012360192050464406,-0.09305540243399395,-27199.147962533963,2,0.8
49558.50954645996,96.22981555010917,0.007587639979332236,-0.1106459673440099,-27078.394974979452,2,0.9
83694.36569608696,97.48068955092816,-0.010005744548877853,0.07215199881424599,-35021.233175101435,2,random
6388.225562393635,63.145307730961115,-0.08212305952761949,-0.08395242665894062,-3964.150451010485,3,0.2
5.712664865996978,1.7916126912948618,0.2249702767081881,0.17723432049680649,-3.162264930018777,3,0.3
41104.025610623714,92.84684286529648,0.11059250068562519,0.019627527742885967,-27558.551711847864,3,0.4
50882.83507658171,99.02312729531026,0.05694626776119416,-0.012168486740838643,-30865.781004039327,3,0.5
47245.90728823817,94.63444247139425,0.03913131746829775,-0.04569332773825024,-29328.764743156375,3,0.6
106545.65615360624,119.92003696010369,-0.007716061177314463,-0.008127343381467115,-73486.14914224866,3,0.7
52290.00937619137,99.10372640419538,0.012837616815918227,-0.09126208204598663,-27993.782948528387,3,0.8
51781.36183668902,98.24835191953922,0.007859682449585997,-0.10894264857231313,-28292.989515634883,3,0.9
6.544270408174374,1.965279165095013,0.14612423157912202,0.13040840740533854,-1.7384754312883803,3,random
6374.135566447615,62.93658643869036,-0.08233704420560099,-0.08723909017145708,-3955.4048371879253,4,0.2
23662.16922843556,82.53305009449156,0.00022336245961825264,0.01194727717579043,-17239.328193223806,4,0.3
40579.834802292724,92.89331777604355,0.10980131335148266,0.01780270543410682,-27207.09066942044,4,0.4
50529.05301129991,99.27697903762373,0.055846455345559085,-0.011563212529802106,-30651.168089570736,4,0.5
17641.567840796473,57.863477935400276,0.03538525295367927,-0.04318147726394868,-10950.700669315025,4,0.6
104425.19914746303,119.26764363209082,-0.008406622921504734,-0.008281099877701958,-72023.61799939741,4,0.7
50478.19526913653,98.13712119840535,0.010551689351332027,-0.09331716270811129,-27023.782306432953,4,0.8
50469.3113165336,97.88666002015479,0.007008131418755722,-0.11100148169794395,-27576.068555186957,4,0.9
83940.52834736537,97.57345906435931,-0.008864891399879914,0.07866680361045697,-35124.2408949207,4,random
