rmse,mse,mae,pcc,spcc,rmse_val,mse_val,mae_val,pcc_val,spcc_val,threshold,seed
0.4938930643441842,0.24393035900728846,0.24631550829436882,0.9248928654450483,0.8834682028136931,1.1315003015559761,1.280292932421265,0.9047972083136023,0.5771131805437536,0.5239297397806212,0.2,0
0.5438188938609666,0.29573898932016524,0.31198721556163866,0.8988913154306941,0.8623918031960397,1.1468647667614222,1.3152987932387314,0.919368229857282,0.5617334370555006,0.5198976865546046,0.3,0
0.5248808134027076,0.275499868278288,0.302920587902775,0.9167199937132764,0.8962667646664054,1.1443587011474396,1.3095568368918549,0.9217123197180761,0.5629976230813311,0.5252737575226266,0.4,0
0.44985513670295896,0.2023696440180379,0.207046416788439,0.9404359360013911,0.9201780572258133,1.137225476208593,1.2932817837378607,0.9031930321006024,0.5721289410883403,0.5189941452154412,0.5,0
0.39860071704068023,0.1588825316253444,0.18316044282250218,0.9533144283903463,0.9406043742807936,1.1422622724585754,1.3047630990822288,0.922715080014582,0.5699957316153407,0.508614714081802,0.6,0
0.5553639794006996,0.30842914961578066,0.3583860724058917,0.9091972183995147,0.8907173829419571,1.1411331845201163,1.3021849448130216,0.9284297243679278,0.5656957898798679,0.5191861477500135,0.7,0
0.403966559715453,0.16318898136833865,0.21826198986561246,0.9614566361596601,0.9551639902836015,1.129947984474127,1.2767824476171419,0.9040497170235956,0.5798972665838094,0.5281312070077309,0.8,0
0.502068877484708,0.25207315773875466,0.32731388748534296,0.947105429189779,0.9463882105358636,1.1434545044829196,1.307488203822279,0.9312493167761436,0.560324909509722,0.5135616029137215,0.9,0
0.7055529296503804,0.4978049365382346,0.38302112123664633,0.8901621040716046,0.8476437899253231,1.2906657236330203,1.665818010161148,0.9346129498787533,0.5165736295171046,0.5533880272970022,random,0
0.5493297956701139,0.3017632244109691,0.32783932233590357,0.9124417349085034,0.8707565704060873,1.13864278612437,1.2965073943930676,0.9194202343390209,0.5703894567877988,0.527216371401828,0.2,1
0.5565421044998737,0.30973911408114835,0.33832804704187097,0.8974522267079446,0.863113335033764,1.1436889154250813,1.3080243352661987,0.9187485283930483,0.5655780514577495,0.5149846805229037,0.3,1
