mcc,acc,f1,f1_weighted,precision,recall,mcc_val,acc_val,f1_val,f1_weighted_val,precision_val,recall_val,threshold,seed
0.5009029007277552,0.7528089887640449,0.8035714285714286,0.7435794542536116,0.7258064516129032,0.9,0.5733333333333334,0.8,0.7333333333333333,0.8,0.7333333333333333,0.7333333333333333,0.3,0
0.4791675260559353,0.7291666666666666,0.7636363636363637,0.7232815964523281,0.6774193548387096,0.875,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,0.4,0
0.3042812995985812,0.5625,0.5227272727272727,0.5762674825174825,0.3709677419354839,0.8846153846153846,0.22178136543293248,0.6410256410256411,0.4166666666666667,0.6742640075973408,0.3125,0.625,0.5,0
0.3206831119544592,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.46774193548387094,0.8529411764705882,0.3667572351913693,0.6923076923076923,0.45454545454545453,0.7347652347652347,0.3125,0.8333333333333334,0.6,0
0.2300510967872893,0.6354166666666666,0.7058823529411765,0.6305902497985495,0.6774193548387096,0.7368421052631579,0.18430244519362143,0.6153846153846154,0.4827586206896552,0.6235045742434906,0.4375,0.5384615384615384,0.7,0
0.4249661861202716,0.7291666666666666,0.7833333333333333,0.7261574074074074,0.7580645161290323,0.8103448275862069,0.15217391304347827,0.5897435897435898,0.5,0.5897435897435898,0.5,0.5,0.8,0
0.4884436009311861,0.75,0.7931034482758621,0.7454627949183305,0.7419354838709677,0.8518518518518519,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,0.9,0
0.5209463982067662,0.7604166666666666,0.7628865979381443,0.7603906673901247,0.7551020408163265,0.7708333333333334,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,random,0
0.4872016334874423,0.7640449438202247,0.8205128205128205,0.7575650235440251,0.7741935483870968,0.8727272727272727,0.5449492609130661,0.775,0.7272727272727273,0.771953578336557,0.8,0.6666666666666666,0.3,1
0.3186740749877453,0.5104166666666666,0.38961038961038963,0.5597896668548842,0.24193548387096775,1.0,0.34610932762158647,0.6666666666666666,0.3157894736842105,0.7439785905441569,0.1875,1.0,0.4,1
0.3582970089089014,0.6041666666666666,0.5869565217391305,0.6096739130434783,0.43548387096774194,0.9,0.4053217416888888,0.6923076923076923,0.4,0.7527851458885942,0.25,1.0,0.5,1
0.46141255168251616,0.7395833333333334,0.7863247863247863,0.7352207977207977,0.7419354838709677,0.8363636363636363,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,0.6,1
0.46141255168251616,0.7395833333333334,0.7863247863247863,0.7352207977207977,0.7419354838709677,0.8363636363636363,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,0.7,1
0.40063351537052344,0.7083333333333334,0.7586206896551724,0.7030399274047187,0.7096774193548387,0.8148148148148148,0.18430244519362143,0.6153846153846154,0.4827586206896552,0.6235045742434906,0.4375,0.5384615384615384,0.8,1
0.03841691243278992,0.5,0.5384615384615384,0.49125874125874125,0.45161290322580644,0.6666666666666666,0.17227756548913709,0.6153846153846154,0.4444444444444444,0.6321434556728674,0.375,0.5454545454545454,0.9,1
0.5209463982067662,0.7604166666666666,0.7628865979381443,0.7603906673901247,0.7551020408163265,0.7708333333333334,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,random,1
0.4009913274187017,0.5730337078651685,0.5581395348837209,0.5791856488792447,0.3870967741935484,1.0,0.5945883900105632,0.8,0.6363636363636364,0.8225705329153605,0.4666666666666667,1.0,0.3,2
0.5104663163006462,0.75,0.7857142857142857,0.744642857142857,0.7096774193548387,0.88,0.19781414201873612,0.6153846153846154,0.5161290322580645,0.6174964363022015,0.5,0.5333333333333333,0.4,2
