mse,mae,pcc,spcc,r2,seed,threshold
3.1588600260007462,1.4621373959384119,0.48472906424639534,0.5152188212738897,-0.09481670262571407,0,0.1
3.8944745821326574,1.612664056328079,0.4892632025417195,0.5216476472419944,-0.16062807392971035,0,0.2
3.107076099445336,1.4301193495975921,0.6177236611516138,0.6412905305926233,-0.0630480830815987,0,0.3
3.087663440999429,1.4226745651089912,0.590807941440616,0.6749375319405019,-0.020194302976562994,0,0.4
2.6646305280274074,1.3248782796677403,0.7497073914156175,0.7933775639109192,-0.0001760932763443801,0,0.5
2.6548547269259637,1.3428725673359883,0.7180716558215152,0.7672716117602291,-0.0003848527239389554,0,0.6
2.3102940841220834,1.2582103101099864,0.7316667514138492,0.7459999714927951,-0.005982004692183462,0,0.7
2.310304740435839,1.2582137195969676,0.6208905373334365,0.6307759765270001,-0.0059866448200134315,0,0.8
2.607627683861981,1.3254335956655043,0.6051334824530916,0.5864981369808588,-0.0006063839946783833,0,0.9
2.8871555016324852,1.4158740242763808,0.6431579660626132,0.6836371744523301,-0.0034095975724981464,0,random
3.158833450249349,1.462128867451893,0.5453280880658595,0.5537436446421661,-0.09480749184198989,1,0.1
3.8944745139990986,1.6126640481449537,0.5828373583974408,0.6027733541744189,-0.16062805362460386,1,0.2
3.107082358559,1.4301212883398517,0.6615190965970734,0.6982188004428981,-0.06305022456078002,1,0.3
3.0876380473077867,1.4226670237334407,0.6825490330504166,0.7427302246742586,-0.02018591265163283,1,0.4
2.6646412213936057,1.3248813171589442,0.7631832970900292,0.8073764534056453,-0.0001801070595370824,1,0.5
2.654853352235735,1.3428721162347552,0.7421540924999064,0.7783801167669759,-0.0003843347222314275,1,0.6
2.3103041459790346,1.258213530016723,0.7528291979422627,0.7708403356471757,-0.0059863859729460955,1,0.7
2.3102698111602082,1.258202711661684,0.7742768443461707,0.8018469549034086,-0.005971435404483527,1,0.8
2.6076062456275,1.3254273619106924,0.6490551397950164,0.6470932146058316,-0.0005981576537725797,1,0.9
2.887126546145562,1.4158663111987555,0.6899871310573887,0.7206213354822574,-0.0033995343066073325,1,random
3.158858031474123,1.4621367035856718,0.4484913115486188,0.4535040045153649,-0.09481601135068352,2,0.1
3.8944734925770286,1.612663766322229,0.602433943717489,0.6158949112394976,-0.16062774922124867,2,0.2
3.107081417401217,1.4301210664228754,0.6574778073679555,0.6692091884323634,-0.0630499025551563,2,0.3
3.087649877427991,1.422670988720529,0.7507102216434413,0.8088669405961066,-0.02018982143944803,2,0.4
2.6646424662336803,1.3248817550918357,0.7640713973284997,0.8185989451926491,-0.00018057431354079334,2,0.5
2.65485652355544,1.342873149885145,0.7547140261081109,0.787877903061298,-0.0003855297180115347,2,0.6
2.310284914213689,1.2582075904389902,0.746016307778683,0.763154434738232,-0.005978011796693217,2,0.7
2.3102906824562224,1.2582097867800845,0.5241289689078055,0.5088374430963276,-0.0059805234891343595,2,0.8
2.6076093278726664,1.325428454071133,0.7744742846388084,0.7813609604655017,-0.0005993403817399212,2,0.9
2.887153145509145,1.415873770493703,0.6518239854997271,0.7035153547061408,-0.0034087787192109698,2,random
3.1588599027014364,1.4621374042192015,0.5390249206753153,0.5564030636659383,-0.0948166598918978,3,0.1
3.8944734863699035,1.6126637076161074,0.5366456450488393,0.5690489068401186,-0.1606277473714064,3,0.2
3.1070824865009623,1.4301213527157164,0.6852119515804124,0.7168052376219405,-0.06305026833455751,3,0.3
3.0876615247123245,1.4226740343923372,0.7202568663967739,0.7896075080762226,-0.020193669816497284,3,0.4
2.6646369594217707,1.3248802156820731,0.7094267989269856,0.7546833474369788,-0.00017850731717317103,3,0.5
2.6548262660770776,1.3428645106769268,0.7686614074705961,0.8013209236624923,-0.00037412829452576624,3,0.6
2.3103031385416,1.2582132055246744,0.7330584668408476,0.7695544815027138,-0.005985947299819161,3,0.7
2.3103003739133445,1.258212337797426,0.6747216031021905,0.7022619676854751,-0.0059847434849917835,3,0.8
2.607628754819181,1.3254338936652488,0.7449468843182184,0.7362207028686012,-0.0006067949454509058,3,0.9
2.8871590314655666,1.4158747300978072,0.7014940918015776,0.7217474710034771,-0.003410824339947771,3,random
3.1588496270958903,1.4621343261266169,0.5641236121290298,0.5583610974526717,-0.09481309851073871,4,0.1
3.8944736634516315,1.6126638760273815,0.6686745134721438,0.6909712589013847,-0.16062780014515554,4,0.2
3.107082819374869,1.4301214694189492,0.7384796281226161,0.7370974344137765,-0.06305038222329307,4,0.3
3.0876617580095185,1.4226741362116295,0.6917288571307574,0.7207552139731499,-0.020193746900179832,4,0.4
2.6646421100998703,1.3248816600179498,0.7031179298132213,0.7008522237704975,-0.00018044063777633568,4,0.5
2.654856492859671,1.342873147668271,0.7646622051093419,0.7897482363623337,-0.00038551815143428314,4,0.6
2.3103043250121957,1.258213603605204,0.7575590687007598,0.7602904868710212,-0.005986463930180763,4,0.7
2.3103028690168603,1.258213168994733,0.6903411199082716,0.7249587218561432,-0.005985829939419096,4,0.8
2.6076244204677357,1.3254326442899318,0.7930180960821185,0.803746512162273,-0.0006051317556658997,4,0.9
2.8871611949232276,1.4158750729158314,0.7277842952937028,0.7636171658374441,-0.003411576233699032,4,random
