mcc,acc,f1,f1_weighted,precision,recall,auroc,log_loss,tp,tn,fp,fn,seed,threshold
0.819688599970537,0.9101123595505618,0.9310344827586207,0.9128119883516017,1.0,0.8709677419354839,0.9587813620071685,3.2398789563251373,54,27,8,0,0,0.3
0.7720575958283795,0.875,0.8928571428571429,0.8776785714285715,1.0,0.8064516129032258,0.9411764705882353,4.505456673639644,50,34,12,0,0,0.4
0.914883536058052,0.9583333333333334,0.9666666666666667,0.9587962962962964,1.0,0.9354838709677419,0.9758064516129032,1.5018188912132147,58,34,4,0,0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,0,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,0,0.8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,0,0.9
0.900897860178443,0.9479166666666666,0.946236559139785,0.9478318127511676,1.0,0.8979591836734694,0.9804602692140687,1.8772736140165183,44,47,5,0,0,random
0.819688599970537,0.9101123595505618,0.9310344827586207,0.9128119883516017,1.0,0.8709677419354839,0.9569892473118279,3.2398789563251373,54,27,8,0,1,0.3
0.5848286918327474,0.8020833333333334,0.8403361344537815,0.8047033882045969,0.8771929824561403,0.8064516129032258,0.8610056925996205,7.133639733262771,50,27,12,7,1,0.4
0.914883536058052,0.9583333333333334,0.9666666666666667,0.9587962962962964,1.0,0.9354838709677419,0.965370018975332,1.5018188912132147,58,34,4,0,1,0.5
0.8397622016353391,0.9270833333333334,0.944,0.9268308457711442,0.9365079365079365,0.9516129032258065,0.9838709677419355,2.628183059623126,59,30,3,4,1,0.6
0.8397622016353391,0.9270833333333334,0.944,0.9268308457711442,0.9365079365079365,0.9516129032258065,0.9876660341555976,2.628183059623126,59,30,3,4,1,0.7
0.9544592030360531,0.9791666666666666,0.9838709677419355,0.9791666666666666,0.9838709677419355,0.9838709677419355,0.9971537001897534,0.7509094456066076,61,33,1,1,1,0.8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,1,0.9
0.8637312927246217,0.9270833333333334,0.9230769230769231,0.9268056613353645,1.0,0.8571428571428571,0.9804602692140686,2.628183059623126,42,47,7,0,1,random
0.8007053342260588,0.898876404494382,0.9217391304347826,0.9021425082001535,1.0,0.8548387096774194,0.9468339307048985,3.6448638258657793,53,27,9,0,2,0.3
0.7957789003935055,0.8958333333333334,0.9137931034482759,0.8977238354506957,0.9814814814814815,0.8548387096774194,0.9222011385199242,3.7545472280330365,53,33,9,1,2,0.4
0.914883536058052,0.9583333333333334,0.9666666666666667,0.9587962962962964,1.0,0.9354838709677419,0.9710626185958254,1.5018188912132147,58,34,4,0,2,0.5
0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.9938330170777988,1.5018188912132147,60,32,2,2,2,0.6
0.9323780574747331,0.96875,0.975609756097561,0.9688494167550371,0.9836065573770492,0.967741935483871,0.99573055028463,1.1263641684099113,60,33,2,1,2,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,2,0.8
0.9776299753299275,0.9895833333333334,0.991869918699187,0.989616472251679,1.0,0.9838709677419355,0.9995256166982922,0.3754547228033039,61,34,1,0,2,0.9
0.8637312927246217,0.9270833333333334,0.9230769230769231,0.9268056613353645,1.0,0.8571428571428571,0.9852366478506296,2.628183059623126,42,47,7,0,2,random
0.819688599970537,0.9101123595505618,0.9310344827586207,0.9128119883516017,1.0,0.8709677419354839,0.9611708482676224,3.2398789563251373,54,27,8,0,3,0.3
0.655315856914147,0.8333333333333334,0.864406779661017,0.835852801954497,0.9107142857142857,0.8225806451612904,0.8614800759013282,6.007275564852859,51,29,11,5,3,0.4
0.7310758190895333,0.875,0.9016393442622951,0.8757611241217799,0.9166666666666666,0.8870967741935484,0.9293168880455408,4.505456673639644,55,29,7,5,3,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,3,0.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,3,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,3,0.8
0.9776299753299275,0.9895833333333334,0.991869918699187,0.989616472251679,1.0,0.9838709677419355,1.0,0.3754547228033039,61,34,1,0,3,0.9
0.7708018148064056,0.8854166666666666,0.8888888888888888,0.8853793309438469,0.88,0.8979591836734694,0.9504993486756405,4.13000195083634,44,41,5,6,3,random
0.7890179586409158,0.898876404494382,0.9230769230769231,0.9016535131841819,0.9818181818181818,0.8709677419354839,0.9504181600955794,3.6448638258657793,54,26,8,1,4,0.3
0.7256010504589866,0.8645833333333334,0.8888888888888888,0.8668518518518518,0.9454545454545454,0.8387096774193549,0.9065464895635673,4.880911396442948,52,31,10,3,4,0.4
0.914883536058052,0.9583333333333334,0.9666666666666667,0.9587962962962964,1.0,0.9354838709677419,0.9672675521821631,1.5018188912132147,58,34,4,0,4,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,4,0.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,4,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2204460492503136e-16,62,34,0,0,4,0.8
0.9323780574747331,0.96875,0.975609756097561,0.9688494167550371,0.9836065573770492,0.967741935483871,0.9971537001897532,1.1263641684099113,60,33,2,1,4,0.9
0.8637312927246217,0.9270833333333334,0.9230769230769231,0.9268056613353645,1.0,0.8571428571428571,0.9834997828918801,2.628183059623126,42,47,7,0,4,random
