mse,mae,pcc,spcc,r2,seed,threshold
1.6611785617911068,1.0136264917291813,0.37736157051107855,0.34841129206281746,-0.031088032061739934,0,0.2
1.7526705272259704,1.0738128142560877,0.7167665286887352,0.7204622905303356,-0.2770010565072829,0,0.3
1.7685660118311108,1.0774827775330582,0.6640407388003318,0.6734546857139472,-0.18579350160482844,0,0.4
1.8609042981030053,1.108511984490812,0.740563447945848,0.7383752850944744,-0.1288703813883436,0,0.5
1.8052307181017744,1.0843643914699996,0.3413266683966797,0.41424901963591904,-0.12066833527028886,0,0.6
1.7569857302199312,1.1094962515801603,0.4382754575050553,0.44782861916635136,-0.21183609974046425,0,0.7
1.9637386314367433,1.12610109442835,0.6722850002846954,0.6403661344357964,-0.05133729005875276,0,0.8
1.9175000320388202,1.1114855779178405,0.7657824328959202,0.7705788622126444,-0.04774621366360332,0,0.9
2.4105055848671553,1.264356820128018,0.3644702018312541,0.3499230656590133,-0.008685446875294156,0,random
1.6611817394231077,1.013628021032883,0.5661149922548556,0.5082957878711358,-0.03109000440739984,1,0.2
1.7526971622191214,1.073822122240736,0.6634076806662323,0.6793927283283924,-0.2770204628439934,1,0.3
1.7685478744383938,1.077477197089835,0.4319692526851297,0.4940115752615041,-0.18578134079077002,1,0.4
1.860888224571286,1.1085077063117907,0.7369322066738333,0.7438992560539343,-0.12886063078811083,1,0.5
1.8052329942803673,1.084365749045374,0.7150024119769012,0.7264385576240325,-0.12066974829813559,1,0.6
1.7569903355073506,1.1094984370182008,0.6940010042135547,0.6895048816838408,-0.21183927612001496,1,0.7
1.9637327307415244,1.126099845867561,0.513033450244924,0.5299438003479716,-0.05133413097188577,1,0.8
1.9174951249851524,1.1114846811740393,0.7597527692585668,0.7700560911056991,-0.04774353238755902,1,0.9
2.410502973433227,1.2643554257632261,0.6645703824134532,0.6088671392324089,-0.008684354110599868,1,random
1.6611803845752189,1.0136273178898823,0.4937162082639058,0.4380006976541442,-0.031089163457802105,2,0.2
1.752691723254758,1.0738200047198996,0.6944984979981551,0.7098350716023568,-0.27701649999807887,2,0.3
1.7685672112825868,1.077483325357934,0.3009688908696164,0.4130095636994851,-0.18579430581669043,2,0.4
1.860931497191508,1.1085205667524363,0.33982760716852445,0.40919348361995134,-0.1288868810253443,2,0.5
1.8052320553553989,1.0843650979660264,0.6887913934092842,0.7075393016516676,-0.1206691654233425,2,0.6
1.7569862798818234,1.1094966964562543,0.6537237419144196,0.6438444525239152,-0.21183647885573653,2,0.7
1.9637392864545424,1.1261016207637224,0.6066861137913926,0.5937801535957445,-0.05133764073914726,2,0.8
1.9175013232772518,1.1114862885216814,0.7794521324571009,0.7814100495231123,-0.0477469192125759,2,0.9
2.4105039003510997,1.2643563545055496,0.7055271600584476,0.6567295635807544,-0.008684741982992517,2,random
1.6611798855488507,1.0136275553779235,0.698186612712391,0.6465179144642709,-0.03108885371378789,3,0.2
1.7526679431517402,1.0738127164385523,0.6954198257523176,0.7050641110828514,-0.27699917374296934,3,0.3
1.7685719892579472,1.077485275812081,0.5776644226339281,0.5897881204173492,-0.18579750936809636,3,0.4
1.8609259693579856,1.1085191834576114,0.4919369906145591,0.5194535281995688,-0.1288835277053786,3,0.5
1.8052334471428213,1.0843659801723948,0.738539495953238,0.7517400696873616,-0.12067002943040728,3,0.6
1.7569715232418395,1.1094913551325958,0.3477932040609786,0.4234648914546703,-0.21182630083964016,3,0.7
1.9637272174866212,1.1260983748896125,0.5330295016008494,0.5196113948000048,-0.051331179311019826,3,0.8
1.917517513547417,1.1114917077106485,0.4038899451788852,0.40769308215821104,-0.04775576578049279,3,0.9
2.410503249818927,1.26435532858784,0.31710874597052063,0.29226574892222024,-0.008684469765272151,3,random
1.6611763621935394,1.0136254226894343,0.5268713231463136,0.480663663164468,-0.03108666677881411,4,0.2
1.7526851323044002,1.0738170180931113,0.37171713148903984,0.4790387701277157,-0.27701169781167834,4,0.3
1.768542886651527,1.0774746414195482,0.41961198197883953,0.4792449901339892,-0.18577799656430938,4,0.4
1.860921253965043,1.1085166290446522,0.4751289643255645,0.50591848679639,-0.1288806672318794,4,0.5
1.8052265330839867,1.084362640274924,0.6858740200238914,0.6969991300436174,-0.12066573725504903,4,0.6
1.7569786739956907,1.1094932422754646,0.3403826016881125,0.4072162319837805,-0.21183123288974626,4,0.7
1.9637238233627188,1.1260960427576936,0.7378864378612177,0.7692654437467746,-0.05132936218069073,4,0.8
1.9174901759518257,1.111480998643599,0.3824575002232019,0.4499626672958777,-0.04774082817329961,4,0.9
2.4105007385973827,1.2643552345313143,0.6489177514176601,0.5927075859951246,-0.008683418934839704,4,random
