mcc,acc,f1,f1_weighted,precision,recall,auroc,log_loss,tp,tn,fp,fn,seed,threshold
0.8710209001879842,0.935656836461126,0.9302325581395349,0.9355758770831918,0.9467455621301775,0.9142857142857143,0.9742279942279943,2.319162684554455,160,189,15,9,0,0.4
0.8822990873458645,0.9411764705882353,0.9424083769633508,0.9411764705882353,0.9424083769633508,0.9424083769633508,0.9731353531885674,2.1202149052421855,180,172,11,11,0,0.5
0.9049181592575548,0.9546666666666667,0.9415807560137457,0.9548092147129947,0.9256756756756757,0.958041958041958,0.9849288642392091,1.6339789536399776,137,221,6,11,0,0.6
0.8284718674923977,0.9226666666666666,0.8862745098039215,0.9221520301049714,0.9112903225806451,0.8625954198473282,0.9653985733950694,2.7873758620917264,113,233,18,11,0,0.7
0.8849501175872155,0.9466666666666667,0.9173553719008265,0.9455126786837595,1.0,0.8473282442748091,0.9845138280565636,1.9223281807529147,111,244,20,0,0,0.8
0.8906158142567341,0.9493333333333334,0.9218106995884774,0.948301913133822,1.0,0.8549618320610687,0.9888311850832185,1.826211771715269,112,244,19,0,0,0.9
0.935869645713788,0.9680851063829787,0.9702970297029703,0.9680723941799904,0.9655172413793104,0.9751243781094527,0.9961336176261549,1.1503293634824625,196,168,5,7,0,random
0.8818128216551863,0.9410187667560321,0.936046511627907,0.9409445539929259,0.9526627218934911,0.92,0.9717460317460317,2.1258991275082506,161,190,14,8,1,0.4
0.8822990873458645,0.9411764705882353,0.9424083769633508,0.9411764705882353,0.9424083769633508,0.9424083769633508,0.9735645009012102,2.1202149052421855,180,172,11,11,1,0.5
0.9108106134990436,0.9573333333333334,0.9452054794520548,0.9574922135151842,0.9261744966442953,0.965034965034965,0.9845972992524716,1.5378625446023315,138,221,5,11,1,0.6
0.8345202826264196,0.9253333333333333,0.890625,0.92491177462888,0.912,0.8702290076335878,0.9706544862970842,2.691259453054081,114,233,17,11,1,0.7
0.8792910870614369,0.944,0.9128630705394191,0.9427153722619407,1.0,0.8396946564885496,0.987141784507571,2.0184445897905605,110,244,21,0,1,0.8
0.8906158142567341,0.9493333333333334,0.9218106995884774,0.948301913133822,1.0,0.8549618320610687,0.9814478788637216,1.8262117717152693,112,244,19,0,1,0.9
0.9412642599706611,0.9707446808510638,0.9728395061728395,0.9707265699693194,0.9656862745098039,0.9800995024875622,0.9913859275053305,1.0544685831922573,197,168,4,7,1,random
