mcc_c,acc_c,f1_c,f1_weighted_c,precision_c,recall_c,mcc_nc,acc_nc,f1_nc,f1_weighted_nc,precision_nc,recall_nc,threshold,seed
0.0316214742471291,0.3642241379310345,0.5171849427168577,0.5027091567749816,0.9753086419753086,0.3518930957683742,0.5336000974881928,0.7849462365591398,0.8333333333333334,0.7820136852394918,0.8064516129032258,0.8620689655172413,0.4,0
-0.1193715504619962,0.4741379310344827,0.2988505747126437,0.4668846611177171,0.3209876543209876,0.2795698924731182,0.656332915271306,0.84375,0.88,0.8442910447761194,0.8870967741935484,0.873015873015873,0.5,0
-0.1360789121071538,0.3362068965517241,0.4866666666666667,0.4628132884777124,0.9012345679012346,0.3333333333333333,0.6776452139970672,0.8541666666666666,0.8888888888888888,0.8552188552188552,0.9032258064516128,0.875,0.6,0
-0.085285959981554,0.3771551724137931,0.5331179321486268,0.5099001750359978,0.9269662921348316,0.3741496598639456,0.635673624288425,0.8333333333333334,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.7,0
-0.0728136553356753,0.4418103448275862,0.6033690658499234,0.5786946430028755,0.938095238095238,0.4446952595936794,0.635673624288425,0.8333333333333334,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.8,0
-0.044278920833598,0.4870689655172414,0.6468842729970327,0.6217165080395852,0.9478260869565216,0.4909909909909909,0.656332915271306,0.84375,0.88,0.8442910447761194,0.8870967741935484,0.873015873015873,0.9,0
-0.1771993774489319,0.4172043010752688,0.3469879518072289,0.420340176867822,0.3287671232876712,0.3673469387755102,0.7498914459400782,0.875,0.8775510204081632,0.875,0.8775510204081632,0.8775510204081632,random,0
0.0441387841318877,0.3706896551724138,0.5181518151815182,0.4998335344350456,0.9691358024691358,0.3536036036036036,0.6277648205743445,0.8279569892473119,0.8666666666666667,0.8256109481915933,0.8387096774193549,0.896551724137931,0.4,1
-0.0943260923264891,0.3448275862068966,0.4950166112956811,0.4729028898102159,0.9197530864197532,0.3386363636363636,0.6996686772691141,0.8645833333333334,0.8976377952755905,0.8661089238845144,0.9193548387096774,0.8769230769230769,0.5,1
-0.036280099666268,0.355603448275862,0.5057851239669422,0.4862568565396191,0.9444444444444444,0.345372460496614,0.7238482967695945,0.875,0.9047619047619048,0.8759018759018758,0.9193548387096774,0.890625,0.6,1
-0.1061887330721421,0.3728448275862069,0.5283630470016207,0.5033601178351554,0.9157303370786516,0.3712984054669704,0.635673624288425,0.8333333333333334,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.7,1
