rmse_c,mse_c,mae_c,pcc_c,spcc_c,rmse_nc,mse_nc,mae_nc,pcc_nc,spcc_nc,threshold,seed
0.3863265188151881,0.1492481791398619,0.2041867624951208,0.9563820318428984,0.9381931753978412,2.5875195545774896,6.69525744532089,2.119930822491229,-0.0617566186373306,-0.0751055716197157,0.2,0
0.5661519413792304,0.3205280207274716,0.2490768708163929,0.8806118372925538,0.8392045300533716,2.2513467102546434,5.068562009774406,1.8203171350144691,-0.0125234473790758,-0.0218302964980263,0.3,0
0.4723677617857013,0.223131302374433,0.1824476890217037,0.924731142095049,0.9018132344458636,2.1550028319731163,4.64403720581215,1.7164054884045423,-0.0250118806507637,-0.0187041529783397,0.4,0
0.4713004668112905,0.2221241300165403,0.2182774931167487,0.9336490336751182,0.9076090544642886,1.927904469165078,3.7168156422266807,1.557575990533388,0.0669083799447256,0.108513312513399,0.5,0
0.4361526681022917,0.1902291498927478,0.2344153999317725,0.9465972820265572,0.9355656727321648,1.849632604851661,3.42114077293034,1.44243506567381,0.131677695402727,0.1495974401250291,0.6,0
0.5528520641127894,0.3056454047937718,0.279709452151372,0.8897078950417885,0.8549288708719971,1.7483593865380869,3.0567605444958357,1.4285851360662276,0.0977222038714234,0.1035404825870244,0.7,0
0.5221922133167473,0.2726847076486432,0.3649908936479392,0.951910599574132,0.945464609581924,1.712136414944686,2.931411103379642,1.395810180836793,0.1618881290333585,0.1552084400281362,0.8,0
0.3423578590123949,0.1172089036275508,0.1628321952035822,0.9700474926655588,0.96393066881469,1.901675617789635,3.6163701552955896,1.5023296154226242,0.0610227619316068,0.0641465874339595,0.9,0
0.7636654032535605,0.5831848481264231,0.4760807680969151,0.872242327905185,0.823114024008412,2.106330660297722,4.436628850510237,1.701689819959041,-0.0234306248841615,-0.0168707184143125,random,0
0.4455160674774092,0.1984845663805354,0.284632779785179,0.9465471947432051,0.9264325903051308,2.5666786744285908,6.587839417766508,2.0976741421115515,-0.071886851803758,-0.060961176030633,0.2,1
0.5873931772909814,0.3450307447279943,0.3322545421590379,0.8750253497462872,0.8351386006434927,2.2395720547413815,5.0156829883785345,1.8223449878679756,0.0337241423690748,0.0348057337739616,0.3,1
0.5054805252761109,0.2555105614334129,0.2597908777971882,0.917169232829994,0.8952144729692344,2.1245243567106553,4.513603742256823,1.7080090376410562,0.0399548831157564,0.0272963732527645,0.4,1
0.5473255573443502,0.2995652657223035,0.3389128565599577,0.922612976266605,0.903272380996862,1.896829488826492,3.597962109681771,1.534294768843354,0.1056343088313267,0.1144460360362161,0.5,1
