mse,mae,pcc,spcc,seed
3.2119983201728393,1.396596499227975,0.3904646891037633,0.41299878450017274,0
3.4425138199214778,1.4610408002605257,0.36514698948724905,0.3718533632781187,1
2.8811023649223917,1.3464256792261824,0.4596641812431189,0.473638678730403,2
3.3151984440666578,1.4464364178850988,0.3362451969719367,0.34691169720064335,3
3.416896981778993,1.4751705598231892,0.28365325974800837,0.30924711921943576,4
3.499778175539904,1.446040437500969,0.2571654921152622,0.278316167054886,5
3.398235260389642,1.4258328820971684,0.3776436832251543,0.3829300183734181,6
3.395673070702517,1.4182611960207674,0.34317228374274167,0.3937846734709618,7
3.4107862857398894,1.4415029246134887,0.33374320137551183,0.40255872393837694,8
3.1991236591264287,1.4013382053574783,0.3239866351030993,0.33174296934590425,9
3.550900674549489,1.4659559404418923,0.3421357677460955,0.3261777054992347,10
3.333580562265391,1.4057213007933633,0.3940090939372426,0.41933958928945686,11
3.1743459078561744,1.4114480843719373,0.34929561696657635,0.3855444106624578,12
3.016084530585864,1.3730305889623498,0.39390493780124014,0.4179465336918112,13
3.3807560658840567,1.4572634094042511,0.3251766230733205,0.37834905178676737,14
3.367877632957528,1.4367379372455267,0.3129083610546523,0.3177904153919137,15
3.2160475538247604,1.4186293162024024,0.38717242094043214,0.412256464993016,16
3.3020294558763457,1.429327290879652,0.30165778908261875,0.3532947021917254,17
4.117347871287757,1.5294912791206072,0.34052058545343045,0.4013501819890174,18
3.266657536591424,1.4239260790288961,0.3362517372464633,0.36290400239791576,19
3.4400887740523163,1.4513582459506553,0.33151686882171244,0.3526742694376337,20
3.0748520716615864,1.3802856246598927,0.3992385294157191,0.4055464084380007,21
3.4896239887362226,1.4748846715030473,0.2662378344777533,0.2655414027755404,22
3.184764836323088,1.402746367648867,0.33643495677114965,0.3593044149722233,23
3.37965395572176,1.4398749534411341,0.36177505707036284,0.38324135709625645,24
