rmse_c,mse_c,mae_c,pcc_c,spcc_c,rmse_nc,mse_nc,mae_nc,pcc_nc,spcc_nc,threshold,seed
0.3835950116148336,0.14714513293578432,0.14534466269303833,0.953760434999202,0.9421061200680372,2.2906020581805437,5.246857788940942,1.8613169152959017,0.0622061927260799,0.05470724905529487,0.2,0
0.8237905603768818,0.678630887366057,0.6085074816274809,0.7756400248048019,0.7369142664767833,2.0309831094312027,4.124892390794837,1.6127367067250977,0.1109063632667684,0.11862004482662494,0.3,0
0.5154286748650149,0.2656667188731052,0.18124200561948162,0.9098214620565446,0.882884734402025,1.9846959547904703,3.9390180329616564,1.5371616107173474,0.09087877797847976,0.16199549993583912,0.4,0
0.5161235935032418,0.26638356377069955,0.23198066189787184,0.9176663645443895,0.8958793352742016,1.8632722045313708,3.4717833081791944,1.4461514502037458,-0.021335116222288685,0.02563053462813114,0.5,0
0.43629248959840977,0.19035113647997848,0.1404628315757005,0.9395645106712737,0.9214276072079531,1.908875967590826,3.643807459645812,1.5017071203223802,-0.0858379824916964,-0.06435115513876032,0.6,0
0.5550568167789173,0.3080880698527445,0.21758285075605333,0.8886256688790606,0.8629909614965255,1.7603699182916235,3.098902249226057,1.4310631214257101,-0.06354444460001461,-0.060405920831888095,0.7,0
0.3941610267705123,0.1553629150247845,0.11382919098134772,0.9578020648487965,0.9396541315200702,1.6637512889562733,2.7680683515036613,1.3495897907377024,0.09362011776647201,0.07680056117377934,0.8,0
0.6172228013024549,0.3809639864476497,0.4369982081176868,0.9146507820076809,0.8999823368932302,1.7366580950822552,3.0159813392147274,1.3669043359357507,0.164802010967681,0.08434034229357962,0.9,0
0.9648712781412697,0.9309765833819675,0.7301208952768516,0.8189456065992878,0.7792235812803431,1.9680555812466451,3.87324277087607,1.6628679937883706,-0.08123162156342811,-0.1430556328013021,random,0
0.4352052032445124,0.18940356893109733,0.2574804874048003,0.947151003858703,0.9360443184915521,2.2286727579867183,4.966982262192126,1.8061725614571038,0.1739808238622889,0.1879392727962614,0.2,1
