mse,mae,pcc,spcc,seed
4.329886971834963,1.57124690395364,0.34980166258015627,0.346381410115812,0
3.955470294203087,1.5074964704446663,0.36171955043485093,0.36785498955996515,1
4.246600896770043,1.5664259775767715,0.37783650609195174,0.4106774447633064,2
4.1093493329752695,1.551159809963614,0.3895898226036664,0.4060797369225917,3
4.742316313269392,1.6591639988195286,0.28489275022647964,0.27359691579895623,4
4.578644605779967,1.6256191295267366,0.35617690476920844,0.373097192176143,5
3.878086124701472,1.483778526426933,0.3371667624469059,0.37495798208359343,6
4.357014731320254,1.6054393487552758,0.4226597139963799,0.4317624903701756,7
3.970074156274566,1.5423006864833928,0.3401501303521651,0.312192975810685,8
4.220257742611109,1.5634227757409258,0.3268306712698589,0.3717941523438606,9
4.044007243025487,1.538375600734075,0.33851221720287006,0.3765735824458306,10
4.305232112552596,1.580142934020844,0.3587121029586615,0.371160740613998,11
4.330253768047422,1.5972920725096174,0.36816860108818716,0.36885163105769286,12
4.360888104672266,1.5864573275865175,0.27813503295951975,0.27215088177050073,13
3.8056036275565654,1.4696006941057995,0.32924937406057425,0.3376331450601457,14
4.5704598567647565,1.6439962776584858,0.39689553871358724,0.3979611500657999,15
3.92926889195917,1.4811893643274987,0.3560796065589036,0.4039995416346079,16
4.638728396838702,1.6372683865002797,0.30907650259101566,0.3041671516275653,17
4.0095493574780035,1.5065224384085425,0.37265918961757083,0.43789514230372373,18
4.601765027644048,1.6563246483661802,0.3860017192225485,0.3450632774087726,19
4.6519550487148535,1.632995486288543,0.29276107825402775,0.2633086432611613,20
4.029090140521418,1.505634555973585,0.3119251514638337,0.3864007833960467,21
4.3395635156309895,1.5917063234193412,0.32631872562584274,0.3262058883772892,22
4.133139137267973,1.5346360933026624,0.33326063066523115,0.3641458792781131,23
3.806541157651719,1.4584519356585524,0.3688870726576742,0.4188422079319118,24
