mcc,acc,f1,f1_weighted,precision,recall,auroc,seed
-0.25306008943923786,0.39166666666666666,0.5165562913907285,0.4351675471885309,0.65,0.42857142857142855,0.3522167487684729,0
-0.08536102970333705,0.4583333333333333,0.5112781954887218,0.46476588667931507,0.5666666666666667,0.4657534246575342,0.45628096764791604,1
0.120748821119474,0.5541666666666667,0.42780748663101603,0.5770234466731154,0.3333333333333333,0.5970149253731343,0.5672935898541972,2
-0.05011148285857957,0.475,0.49193548387096775,0.4755839822024472,0.5083333333333333,0.4765625,0.47488839285714285,3
-0.06685496140852003,0.4666666666666667,0.4859437751004016,0.4674177228394096,0.5041666666666667,0.4689922480620155,0.4664781060129898,4
-0.06694853687794339,0.4666666666666667,0.4900398406374502,0.4677893955473593,0.5125,0.46946564885496184,0.4663842005742699,5
-0.18844459036110225,0.4166666666666667,0.527027027027027,0.4502546024285154,0.65,0.4431818181818182,0.39346590909090906,6
-0.27523902655533866,0.3625,0.34893617021276596,0.36277681285280067,0.3416666666666667,0.3565217391304348,0.3622608695652174,7
-0.17108450104112716,0.41458333333333336,0.39828693790149894,0.4150130557280876,0.3875,0.40969162995594716,0.41433198098587876,8
-0.12527870714644893,0.4375,0.41810344827586204,0.43812569521690764,0.4041666666666667,0.4330357142857143,0.43722098214285715,9
-0.17902236084304715,0.42083333333333334,0.5304054054054054,0.45418135526831177,0.6541666666666667,0.4460227272727273,0.39879261363636365,10
-0.1272859240133101,0.44583333333333336,0.5610561056105611,0.4868448285506517,0.7083333333333334,0.4644808743169399,0.42522289329882085,11
-0.05063877176135858,0.475,0.5135135135135135,0.4783111165464106,0.5541666666666667,0.4784172661870504,0.4743571479450103,12
-0.11076372393899929,0.44583333333333336,0.4981132075471698,0.4519123884744772,0.55,0.45517241379310347,0.44337568058076227,13
-0.1818285887337939,0.42083333333333334,0.5351170568561873,0.4580860387910592,0.6666666666666666,0.44692737430167595,0.3955948346918216,14
-0.25044697366245566,0.39791666666666664,0.5331179321486268,0.45302803294816946,0.6875,0.43535620052770446,0.346390971550981,15
-0.08120309933082169,0.4625,0.548951048951049,0.48299870232859926,0.6541666666666667,0.47289156626506024,0.45604037772712475,16
-0.13977131156292244,0.43333333333333335,0.5072463768115942,0.44637681159420295,0.5833333333333334,0.44871794871794873,0.4267399267399268,17
-0.28005601680560194,0.4,0.5555555555555556,0.4837606837606838,0.75,0.4411764705882353,0.30392156862745096,18
-0.012895743108535038,0.49375,0.42280285035629456,0.5015160145250068,0.37083333333333335,0.49171270718232046,0.4933479923871468,19
-0.2093828781790025,0.3958333333333333,0.4246031746031746,0.3973475355054302,0.44583333333333336,0.4053030303030303,0.3947811447811448,20
-0.1998564873203041,0.4041666666666667,0.4781021897810219,0.41636961708359904,0.5458333333333333,0.4253246753246753,0.3958018725460586,21
-0.15063420797537264,0.425,0.39737991266375544,0.4262104420744967,0.37916666666666665,0.41743119266055045,0.4243644512921073,22
-0.07291974677887283,0.46458333333333335,0.521415270018622,0.4722415375675212,0.5833333333333334,0.4713804713804714,0.46246619197438865,23
-0.219232390778118,0.42083333333333334,0.5696594427244582,0.4995121045401064,0.7666666666666667,0.45320197044334976,0.3482226068432965,24
