mcc,acc,f1,f1_weighted,precision,recall,auroc,seed
0.15939445851908846,0.5354166666666667,0.679136690647482,0.6520197049907244,0.9833333333333333,0.5186813186813187,0.6793406593406593,0
0.11867816581938534,0.5375,0.6666666666666666,0.6192176870748299,0.925,0.5211267605633803,0.5938967136150236,1
0.14162157256219732,0.5395833333333333,0.6745213549337261,0.6351444233635047,0.9541666666666667,0.5216400911161732,0.6266737040946719,2
0.1392715036327889,0.525,0.6761363636363636,0.6572443181818183,0.9916666666666667,0.5129310344827587,0.6939655172413793,3
0.18090680674665818,0.55,0.6823529411764706,0.6445378151260505,0.9666666666666667,0.5272727272727272,0.6636363636363637,4
0.17143664047002832,0.5479166666666667,0.6804123711340206,0.6417481442076042,0.9625,0.5261958997722096,0.6533418523251292,5
0.20938563632653304,0.56875,0.686838124054463,0.6402347841266146,0.9458333333333333,0.5391923990498813,0.6594267079995169,6
0.04238049129140347,0.5104166666666666,0.6589259796806967,0.624949679286343,0.9458333333333333,0.5055679287305123,0.5431065450104173,7
0.08606629658238704,0.53125,0.6511627906976745,0.59406146179402,0.875,0.5185185185185185,0.5592592592592592,8
0.1677849063110318,0.5479166666666667,0.6794682422451994,0.6394914383591436,0.9583333333333334,0.5263157894736842,0.6468788249694003,9
0.10812825880933104,0.54375,0.6473429951690821,0.586837351972981,0.8375,0.5275590551181102,0.5668098305893581,10
0.14487785344269788,0.5395833333333333,0.6754772393538914,0.637485394659972,0.9583333333333334,0.5215419501133787,0.6325658468515611,11
0.15652910651611282,0.54375,0.6774668630338734,0.6384462837855545,0.9583333333333334,0.5239179954441914,0.6400077782099005,12
0.17327729467737232,0.55,0.6804733727810651,0.6400450037503126,0.9583333333333334,0.5275229357798165,0.6501251042535446,13
0.0834057656228299,0.5166666666666667,0.6685714285714286,0.6452014652014652,0.975,0.508695652173913,0.6043478260869565,14
0.11754722182250081,0.5270833333333333,0.6724386724386724,0.6430409634061319,0.9708333333333333,0.5143487858719646,0.6275447633063527,15
0.02681244600858593,0.5083333333333333,0.6467065868263473,0.5974229622945889,0.9,0.5046728971962616,0.5215672178289,16
0.030779350562554625,0.5125,0.6225806451612903,0.5578273244781784,0.8041666666666667,0.5078947368421053,0.5189473684210527,17
0.1875,0.575,0.6730769230769231,0.6170329670329671,0.875,0.546875,0.6171875,18
0.14726698047350534,0.5333333333333333,0.6772334293948127,0.6491025835482077,0.9791666666666666,0.5176211453744494,0.6626567265333786,19
0.12165177489061989,0.5145833333333333,0.6732117812061711,0.6642206950919213,1.0,0.507399577167019,0.7536997885835095,20
0.19834366873082013,0.5770833333333333,0.6782884310618067,0.6235330894336357,0.8916666666666667,0.5473145780051151,0.6275898732722204,21
0.0552251176775645,0.5125,0.6628242074927954,0.6334375203137527,0.9583333333333334,0.5066079295154186,0.560996272450017,22
0.09384356103005076,0.5291666666666667,0.6616766467065869,0.614481311349903,0.9208333333333333,0.5163551401869159,0.5754852624011502,23
0.14586499149789456,0.5208333333333334,0.676056338028169,0.6636384976525822,1.0,0.5106382978723404,0.7553191489361701,24
