mcc,acc,f1,f1_weighted,precision,recall,auroc,seed
-0.14350540785909308,0.44375,0.575516693163752,0.5030649162580032,0.7541666666666667,0.4652956298200514,0.4084719907342015,0
0.059711607455300374,0.5270833333333333,0.6092943201376936,0.5489918021123317,0.7375,0.5190615835777126,0.532912086752885,1
0.18777567187440786,0.59375,0.582441113490364,0.5940482059323028,0.5666666666666667,0.5991189427312775,0.5940258745276941,2
0.1439429480391039,0.56875,0.6243194192377496,0.5783965250999515,0.7166666666666667,0.5530546623794212,0.5753438992370479,3
0.042700841014689905,0.5166666666666667,0.296969696969697,0.5689754689754689,0.20416666666666666,0.5444444444444444,0.5273504273504273,4
0.3554857012833179,0.675,0.6438356164383562,0.6775074791371438,0.5875,0.7121212121212122,0.680528691166989,5
0.14347651999051597,0.5708333333333333,0.6023166023166023,0.5735400397165104,0.65,0.5611510791366906,0.5726547474891375,6
-0.045923114679577624,0.47708333333333336,0.46021505376344085,0.4775944933202998,0.44583333333333336,0.47555555555555556,0.47699346405228754,7
0.25333550220779694,0.6208333333333333,0.553921568627451,0.6295609548167093,0.4708333333333333,0.6726190476190477,0.6327838827838829,8
0.21809990272250826,0.5916666666666667,0.44,0.6239890710382513,0.32083333333333336,0.7,0.6297297297297297,9
0.0518785847899556,0.525,0.5808823529411765,0.5335972850678733,0.6583333333333333,0.5197368421052632,0.5269138755980862,10
-0.10350663614315712,0.46458333333333335,0.6076335877862595,0.5466613481833729,0.8291666666666667,0.4795180722891566,0.4243744207599629,11
0.05221839296052955,0.5229166666666667,0.6151260504201681,0.5519689382602356,0.7625,0.5154929577464789,0.5297464788732394,12
0.0620685437857454,0.5291666666666667,0.4321608040201005,0.543320546981646,0.35833333333333334,0.5443037974683544,0.5330214639515686,13
0.3393132959291921,0.6270833333333333,0.4423676012461059,0.6730454638526904,0.29583333333333334,0.8765432098765432,0.7264921563167177,14
0.05475201096854597,0.5270833333333333,0.5592233009708738,0.5296111959565107,0.6,0.5236363636363637,0.5276718403547672,15
0.12121377561425001,0.5604166666666667,0.5771543086172345,0.5611065044043256,0.6,0.555984555984556,0.5607977078565314,16
-0.11294569126194952,0.4583333333333333,0.5950155763239875,0.5279639099512138,0.7958333333333333,0.47512437810945274,0.4234596249521623,17
-0.1608746760515156,0.45,0.6047904191616766,0.5496595849397096,0.8416666666666667,0.4719626168224299,0.3705966930265996,18
0.004399228970713099,0.5020833333333333,0.5709156193895871,0.5152349115624439,0.6625,0.501577287066246,0.5023223858644114,19
-0.2771301023764811,0.38958333333333334,0.5312,0.4508800995024876,0.6916666666666667,0.43116883116883115,0.32611073137388924,20
0.16509883735155556,0.5791666666666667,0.5097087378640777,0.5877855337443602,0.4375,0.6104651162790697,0.5860767139836907,21
-0.320844473959874,0.3541666666666667,0.46551724137931033,0.38346944948578343,0.5625,0.39705882352941174,0.32352941176470584,22
0.15258621319635257,0.575,0.6106870229007634,0.5786014426780587,0.6666666666666666,0.5633802816901409,0.5776085081920093,23
0.13337718577107002,0.5541666666666667,0.37058823529411766,0.5956198608475648,0.2625,0.63,0.5821052631578947,24
