mse,mae,pcc,spcc,seed
3.2829022809096973,1.3865303724327918,0.36726792894740534,0.374443288428882,0
3.0932961834745574,1.3466813340285138,0.4300781008395773,0.47370230983401995,1
3.3156113995952627,1.3643554138054566,0.4115349239687235,0.4631170471042072,2
3.415077992429328,1.412301231632379,0.41601937143803747,0.44360964364470273,3
3.5809485636463307,1.4711775413601267,0.33176905746492547,0.35016331886953717,4
3.6413728094567617,1.431186235625718,0.3269749996280312,0.37612727451899164,5
3.4925073683563648,1.4546460947593371,0.31291271825503,0.379371059865414,6
3.25908269600104,1.357420269686614,0.41628848823786524,0.4354568241397653,7
3.3516479356343734,1.4045283576090215,0.42062416282837833,0.44271904940074014,8
3.4756372661263777,1.3949461754450703,0.3455815624153279,0.3988479295847647,9
3.1777365672626288,1.3696790949543436,0.4231585624594223,0.4464774616136879,10
3.615920115811103,1.4501853749832478,0.3448620933249021,0.38286805098074833,11
3.2736461599286875,1.3920212581054292,0.37585185997073933,0.42315309582319904,12
3.538271478978317,1.4413420225343192,0.3010077468189647,0.30223812259293914,13
3.3001725329295,1.3820667151375017,0.38561556767719807,0.43504790304172825,14
3.5970225212900675,1.433115940651263,0.3121778151019663,0.38289573112943787,15
3.1596011028861204,1.364033101983325,0.4547875802426434,0.4839561791316583,16
3.369773442048872,1.399468562049186,0.39155864601170415,0.4350171887265135,17
3.611538089825057,1.444798876839152,0.34457617437212174,0.3953520116223549,18
3.5809359273391235,1.4601673510316042,0.3649287274020604,0.3955132693880537,19
3.915979762378828,1.4955218913850932,0.2825158785007722,0.31661007963229437,20
3.108388856774178,1.3625364626611145,0.418916180424287,0.43704100265954193,21
3.3557411956439993,1.3703008555880185,0.3759289723212508,0.4091632885707075,22
3.430967765113287,1.428437442808948,0.35757282808557417,0.3577869498788954,23
3.3563229409463804,1.396483481325765,0.3848304981377274,0.4411950289067273,24
