mcc_c,acc_c,f1_c,f1_weighted_c,precision_c,recall_c,mcc_nc,acc_nc,f1_nc,f1_weighted_nc,precision_nc,recall_nc,threshold,seed
0.8667287481229571,0.9396551724137931,0.9090909090909091,0.9404439275963191,0.8641975308641975,0.958904109589041,0.7005166394541485,0.8387096774193549,0.8648648648648649,0.8341761115954663,0.7741935483870968,0.9795918367346939,0.4,0
0.8951402658858357,0.9525862068965517,0.9308176100628931,0.9528003242424566,0.9135802469135802,0.9487179487179487,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.5,0
0.9336113155097703,0.9698275862068966,0.9567901234567902,0.9698275862068966,0.9567901234567902,0.9567901234567902,0.9314768448173557,0.96875,0.976,0.9688582089552238,0.9838709677419355,0.9682539682539683,0.6,0
0.9681431509642059,0.9849137931034483,0.9803921568627451,0.9849058743009251,0.9831460674157303,0.9776536312849162,0.8856195232263474,0.9479166666666666,0.96,0.9480970149253731,0.967741935483871,0.9523809523809523,0.7,0
0.969575521668782,0.9849137931034483,0.9833729216152018,0.9849107539091914,0.9857142857142858,0.981042654028436,0.8856195232263474,0.9479166666666666,0.96,0.9480970149253731,0.967741935483871,0.9523809523809523,0.8,0
0.9741702963140779,0.9870689655172413,0.9868995633187773,0.9870696863776603,0.9826086956521739,0.9912280701754386,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.9,0
0.8275235590854256,0.9139784946236559,0.9069767441860465,0.9140905226306576,0.8904109589041096,0.9241706161137441,0.7327633282890887,0.8541666666666666,0.8372093023255814,0.8560863682901858,0.7346938775510204,0.972972972972973,random,0
0.876199513456136,0.9439655172413793,0.9161290322580645,0.9445961172248202,0.8765432098765432,0.9594594594594594,0.7503907674938188,0.8709677419354839,0.8947368421052632,0.8676664780230146,0.8225806451612904,0.9807692307692307,0.4,1
0.9047104290971498,0.9568965517241379,0.9371069182389937,0.9570912038567786,0.9197530864197531,0.9551282051282052,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.5,1
0.9289813096426056,0.9676724137931034,0.9538461538461539,0.9676494846721301,0.9567901234567902,0.950920245398773,0.9314768448173557,0.96875,0.976,0.9688582089552238,0.9838709677419355,0.9682539682539683,0.6,1
0.9726565569262199,0.9870689655172413,0.9831460674157303,0.9870689655172413,0.9831460674157303,0.9831460674157303,0.8856195232263474,0.9479166666666666,0.96,0.9480970149253731,0.967741935483871,0.9523809523809523,0.7,1
0.9782530059410034,0.9892241379310345,0.9880668257756563,0.9892264116287858,0.9857142857142858,0.9904306220095693,0.8856195232263474,0.9479166666666666,0.96,0.9480970149253731,0.967741935483871,0.9523809523809523,0.8,1
0.9741702963140779,0.9870689655172413,0.9868995633187773,0.9870696863776603,0.9826086956521739,0.9912280701754386,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.9,1
0.8235038693677795,0.9118279569892473,0.9039812646370023,0.9119995546351215,0.8812785388127854,0.9278846153846154,0.7327633282890887,0.8541666666666666,0.8372093023255814,0.8560863682901858,0.7346938775510204,0.972972972972973,random,1
0.8619996430071699,0.9375,0.9055374592833876,0.9383749809858011,0.8580246913580247,0.9586206896551724,0.7503907674938188,0.8709677419354839,0.8947368421052632,0.8676664780230146,0.8225806451612904,0.9807692307692307,0.4,2
0.8999155228736953,0.9547413793103449,0.9337539432176656,0.9549818245683624,0.9135802469135802,0.9548387096774194,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.5,2
0.9289813096426056,0.9676724137931034,0.9538461538461539,0.9676494846721301,0.9567901234567902,0.950920245398773,0.9544592030360531,0.9791666666666666,0.9838709677419355,0.9791666666666666,0.9838709677419355,0.9838709677419355,0.6,2
0.9636591156280092,0.9827586206896551,0.9776536312849162,0.9827407084461297,0.9831460674157303,0.9722222222222222,0.9089184060721063,0.9583333333333334,0.967741935483871,0.9583333333333334,0.967741935483871,0.967741935483871,0.7,2
0.9739032620922384,0.9870689655172413,0.9857142857142858,0.9870689655172413,0.9857142857142858,0.9857142857142858,0.8856195232263474,0.9479166666666666,0.96,0.9480970149253731,0.967741935483871,0.9523809523809523,0.8,2
0.9698332337309413,0.9849137931034483,0.9847494553376906,0.9849141435038017,0.9826086956521739,0.9868995633187773,0.8871261396195388,0.9479166666666666,0.959349593495935,0.9477509720749383,0.9516129032258065,0.9672131147540983,0.9,2
0.8273933128809698,0.9139784946236559,0.9074074074074074,0.9140576643491529,0.8949771689497716,0.92018779342723,0.7327633282890887,0.8541666666666666,0.8372093023255814,0.8560863682901858,0.7346938775510204,0.972972972972973,random,2
